序号,辖区,零售药店代码（国家）,零售药店名称,地址,X,Y
639,宝安区,P44030603656,深圳市健华药业连锁有限公司宝运达分店,深圳市宝安区西乡街道前进二路与西乡大道交汇处宝运达物流中心综合楼二楼205号,,
640,宝安区,P44030603657,深圳市健华药业连锁有限公司富盈门分店,深圳市宝安区西乡街道流塘路北侧富盈门花园A栋A2座101,,
641,宝安区,P44030603664,深圳市健华药业连锁有限公司鹤洲新村分店,深圳市宝安区航城街道鹤洲社区鹤洲路21号102,,
642,宝安区,P44030603663,深圳市健华药业连锁有限公司荔湖花园分店,深圳市宝安区石岩街道龙腾社区荔湖花园19号101,,
643,宝安区,P44030604418,深圳市健鹏药业有限公司福海三分店,深圳市宝安区福海街道塘尾社区十四区西路29号101,,
644,宝安区,P44030604415,深圳市健鹏医药有限公司福海二分店,深圳市宝安区福海街道新和社区新和综合市场5号5-2,,
645,宝安区,P44030604409,深圳市健鹏医药有限公司新田分店,深圳市宝安区福海街道新田社区凤塘大道35号新田大道285号,,
646,宝安区,P44030603660,深圳市百年永祥大药房有限公司中海分店,深圳市宝安区松岗街道朗下社区中海地产西岸华府南区2栋103,,
647,宝安区,P44030604294,深圳市华太大药房有限公司天悦龙庭分店,深圳市宝安区新安街道海旺社区84区雅兰路19号天悦龙庭二期创辉路2010号（商铺B-148号）、29、30,,
648,宝安区,P44030604261,乐家药铺（深圳）有限公司,深圳市宝安区松岗街道松涛社区宝利豪庭31-32,,
649,宝安区,P44030604338,深圳市瑞草堂大药房有限公司松岗勋业分店,广东省深圳市宝安区松岗街道花果山社区勋业街8号勋业街8-1,,
650,宝安区,P44030603673,深圳市中源大药房连锁有限公司福海分店,深圳市宝安区福海街道新和社区悦盛一路13号新和市场悦盛一路13-11号,,
651,宝安区,P44030603674,深圳市中源大药房连锁有限公司领丽分店,深圳市宝安区航城街道钟屋社区领丽花园113,,
652,宝安区,P44030603681,深圳市民心大药房连锁有限公司第五十九分店,深圳市宝安区新安街道大浪社区26区中 洲华府10栋1009,,
653,宝安区,P44030603671,深圳市中源大药房连锁有限公司兴东分店,深圳市宝安区新安街道兴东社区71区医药公司A栋留仙二路74号,,
654,宝安区,P44030603658,深圳市健华药业连锁有限公司伟峰分店,深圳市宝安区新桥街道万丰社区万丰中路339号,,
655,宝安区,P44030603696,深圳市海王星辰健康药房连锁有限公司新安裕宝大厦健康药房,广东省深圳市宝安区新安街道新安湖社区新安二路 41 号裕宝 大厦 122-123,,
656,宝安区,P44030603697,深圳市海王星辰健康药房连锁有限公司西乡臣田健康药房,深圳市宝安区西乡街道臣田社区臣田村南区2号臣田村南区2-1,,
657,南山区,P44030603694,深圳市海王星辰健康药房连锁有限公司南海联合大厦健康药房,深圳市南山区招商街道沿山社区南海大道1069号联合大厦702,,
658,宝安区,P44030603693,深圳市海王星辰健康药房连锁有限公司西乡湾美花园健康药房,深圳市宝安区西乡街道蚝业社区湾美花园9栋K02-109,,
659,宝安区,P44030604257,深圳市南北药行连锁有限公司佳华豪苑分店,深圳市宝安区石岩街道罗租社区石岩大道85号佳华豪苑125,,
660,宝安区,P44030604304,深圳市立丰大药房有限公司后瑞华庭分店,深圳市宝安区航城街道后瑞社区后瑞新瑞路12号后瑞华庭104,,
661,宝安区,P44030604290,深圳市立丰大药房有限公司兴围分店,深圳市宝安区福永街道兴围社区中八巷2号101,,
662,宝安区,P44030604296,深圳市立丰大药房有限公司岭下花园分店,深圳市宝安区新安街道上合社区36区岭下花园六巷10号103,,
663,宝安区,P44030604188,深圳市民华大药房有限公司中洲分店,深圳市宝安区新安街道大浪社区26区中洲华府3栋105,,
664,宝安区,P44030604401,深圳市健鹏医药有限公司海纳公馆分店,深圳市宝安区新安街道海旺社区甲岸路11号海纳公馆1栋B座112,,
665,宝安区,P44030604392,深圳市健鹏医药有限公司爱民分店,深圳市宝安区航城街道后瑞社区爱民路84102,,
666,宝安区,P44030504345,深圳市世华堂大药房有限公司龙井分店,深圳市宝安区新桥街道黄埔社区黄埔龙井路23-1号101,,
667,宝安区,P44030604192,深圳市润泽堂药业连锁有限公司西乡分店,深圳市宝安区西乡街道固戍社区南昌路33-3号,,
668,龙华区,P44030604249,深圳市和君康大药房有限公司吉祥分店,深圳市龙华区民治街道民新社区民治大道141号鑫茂花园A6栋117,,
669,宝安区,P44030604313,深圳市中源大药房连锁有限公司钟屋分店,深圳市宝安区航城街道钟屋社区钟屋新区中三区五巷2号101,,
670,宝安区,P44030604393,深圳市健鹏药业有限公司溪头分店,深圳市宝安区松岗街道溪头社区八区西三巷11号,,
671,宝安区,P44030604183,广东瑞年大药房连锁有限公司深圳官田分店,深圳市宝安区石岩街道官田社区官田老村425号一楼,,
672,宝安区,P44030604285,深圳市百年永祥大药房有限公司安顺路分店,广东省深圳市宝安区西乡街道乐群社区安顺路8号安顺路8-1,,
673,宝安区,P44030604544,深圳市国药医药有限公司中熙香莎分店,深圳市宝安区沙井街道沙头社区沙中路32号中熙香莎公馆3栋3-07,,
674,宝安区,P44030604247,深圳市南北药行连锁有限公司缤纷世界分店,深圳市宝安区西乡街道福中福社区铲岛路2号缤纷世界花园F栋铲岛路2-41,,
675,宝安区,P44030604221,深圳市南北药行连锁有限公司黄埔分店,深圳市宝安区新桥街道黄埔社区黄埔满寿路南洞和盛花园2栋2-122,,
676,宝安区,P44030604197,深圳市中源大药房连锁有限公司固戍一分店,深圳市宝安区西乡街道固戍社区西井路13号110,,
677,宝安区,P44030604293,深圳市仁南大药房连锁有限责任公司富源分店,深圳市宝安区航城街道九围社区洲石路598号富源工业城S13栋116、117,,
678,宝安区,P44030604282,深圳市仁南大药房连锁有限责任公司黄麻布分店,深圳市宝安区航城街道黄麻布社区勒竹角新一村西21号101,,
679,宝安区,P44030604280,深圳市仁南大药房连锁有限责任公司众和分店,深圳市宝安区燕罗街道塘下涌社区一村众和花园4栋B座平福路5-1号,,
680,宝安区,P44030604244,深圳市健华药业连锁有限公司布心第一分店,深圳市宝安区新安街道布心社区74区布心二村商住楼2栋流塘路401,,
681,宝安区,P44030604299,深圳市海王星辰健康药房连锁有限公司沙井中亭西路健康药房,深圳市宝安区沙井街道后亭社区新村东一巷5号中亭西路12-1号,,
682,宝安区,P44030604306,深圳市海王星辰健康药房连锁有限公司松岗松河瑞园健康药房,深圳市宝安区松岗街道溪头社区工业四路1-2号松河瑞园2-37、38、39,,
683,宝安区,P44030604295,深圳市海王星辰健康药房连锁有限公司沙井誉珑荟庭健康药房,广东省深圳市宝安区沙井街道辛养社区卓越誉珑荟庭1栋C座111,,
684,宝安区,P44030604219,深圳市南北药行连锁有限公司凤城花园分店,深圳市宝安区福海街道新田社区大洋路198号大洋路200号,,
685,宝安区,P44030604196,深圳市南北药行连锁有限公司新和二区分店,深圳市宝安区福海街道新和社区二区七巷10号101,,
686,宝安区,P44030604200,深圳市南北药行连锁有限公司满京华分店,深圳市宝安区松岗街道沙浦社区满京华云著花园（二期）1号楼108之2,,
687,宝安区,P44030604228,深圳市南北药行连锁有限公司石龙分店,深圳市宝安区石岩街道石龙社区石龙新村八区22号101-102,,
688,宝安区,P44030604312,深圳市海王星辰健康药房连锁有限公司福永街道健康药房,深圳市宝安区福永街道福永社区一队十巷9号101,,
689,宝安区,P44030604302,深圳市海王星辰健康药房连锁有限公司石岩吉祥路健康药房,深圳市宝安区石岩街道官田社区吉祥路34号一层,,
690,宝安区,P44030604310,深圳市海王星辰健康药房连锁有限公司西乡顺景楼健康药房,深圳市宝安区西乡街道流塘社区流塘旧村西区12号顺景楼101,,
691,宝安区,P44030604300,深圳市海王星辰健康药房连锁有限公司新桥北环路健康药房,深圳市宝安区新桥街道新桥社区北环路90号新桥北环路90-1、90-2,,
692,宝安区,P44030604315,深圳市仁南大药房连锁有限责任公司东山北分店,深圳市宝安区西乡街道固戍社区东山北一巷3号102,,
693,宝安区,P44030604291,深圳市仁南大药房连锁有限责任公司高树围分店,深圳市宝安区西乡街道盐田社区高树围西一巷2号101,,
694,宝安区,P44030604275,深圳市仁南大药房连锁有限责任公司上川分店,深圳市宝安区新安街道上川社区31区水口花园东七巷9号104,,
695,宝安区,P44030604274,深圳市仁南大药房连锁有限责任公司上合分店,深圳市宝安区新安街道上合社区36区岭下花园七巷2-3号101,,
696,宝安区,P44030604277,深圳市仁南大药房连锁有限责任公司天福分店,深圳市宝安区航城街道利锦社区天福华府B1天福华府B1-13,,
697,宝安区,P44030604305,深圳市仁南大药房连锁有限责任公司新安分店,深圳市宝安区新安街道兴东社区留仙三路6号鸿威工业区宿舍楼A栋111,,
698,宝安区,P44030604283,深圳市仁南大药房连锁有限责任公司盐田分店,深圳市宝安区西乡街道盐田社区盐田新三村下一排10号101,,
699,宝安区,P44030604223,正元堂医药（深圳）有限公司麻布分店,深圳市宝安区西乡街道麻布社区麻布新村六巷2号麻布新村六巷2-1,,
700,宝安区,P44030604272,正元堂医药（深圳）有限公司招商果岭分店,深圳市宝安区西乡街道盐田社区招商果岭6栋7栋1120,,
701,宝安区,P44030604245,深圳广药联康医药有限公司前进药房,深圳市宝安区新安街道新安湖社区6区广三保综合楼前进一路87号,,
702,宝安区,P44030604342,深圳市康士力医药有限公司西乡分店,深圳市宝安区西乡街道渔业社区名优采购中心B座3区112,,
703,宝安区,P44030604416,深圳市孔家药店,深圳市宝安区福永凤凰南区125号,,
704,宝安区,P44030604248,深圳市盛贤堂药店,深圳市宝安区石岩街道官田社区新风路13号一层,,
705,宝安区,P44030602624,深圳市健华药业连锁有限公司众信二分店,广东省深圳市宝安区西乡街道南昌社区南昌二队东十二巷15号101,,
706,宝安区,P44030601131,深圳市中源大药房连锁有限公司盐田分店,深圳市宝安区西乡街道盐田社区盐田新二村162号102铺,,
707,宝安区,P44030604309,深圳市海王星辰健康药房连锁有限公司航城大道健康药房,广东省深圳市宝安区航城街道钟屋社区航城大道北侧领航里程花园中信领航商铺63、64,,
708,宝安区,P44030604307,深圳市海王星辰健康药房连锁有限公司福海桥荣路健康药房,深圳市宝安区福海街道桥头社区桥荣路42号106,,
709,宝安区,P44030604308,深圳市海王星辰健康药房连锁有限公司福永龙腾市场健康药房,深圳市宝安区福永街道聚福社区德丰路北侧龙腾市场101,,
710,宝安区,P44030604252,深圳市南北药行连锁有限公司安富路分店,深圳市宝安区新安街道建安社区兴华二路73号蟠龙轩安富路18号 ,,
711,宝安区,P44030604205,深圳市南北药行连锁有限公司博林君瑞分店,深圳市宝安区新桥街道万丰社区中心路26号博林君瑞1栋C座、D座、E座、F座、G座S35,,
712,宝安区,P44030604226,深圳市南北药行连锁有限公司凤凰社区分店,深圳市宝安区福永街道凤凰社区凤凰商西区37、38、39号112-114,,
713,宝安区,P44030604211,深圳市南北药行连锁有限公司和平怡佳分店,深圳市宝安区福海街道和平社区怡佳购物广场东侧1栋110,,
714,宝安区,P44030604215,深圳市南北药行连锁有限公司延康路分店,深圳市宝安区西乡街道固戍社区延康路26号延康路26-1号、26-2号,,
715,宝安区,P44030604301,深圳市立丰大药房有限公司翻身分店,深圳市宝安区新安街道翻身社区47区翻身七巷2号101,,
716,宝安区,P44030604303,深圳市立丰大药房有限公司航城九分店,深圳市宝安区航城街道鹤洲社区鹤洲东区商住楼5栋104,,
717,宝安区,P44030604279,深圳市仁南大药房连锁有限责任公司凤凰社区分店,深圳市宝安区福永街道凤凰社区凤凰商西区66号A101,,
718,宝安区,P44030604281,深圳市仁南大药房连锁有限责任公司福永分店,深圳市宝安区福永街道白石厦社区政丰北路109号102,,
719,宝安区,P44030604278,深圳市仁南大药房连锁有限责任公司华侨新村分店,深圳市宝安区西乡街道麻布社区华侨新村西堤三巷10号10-2号,,
720,宝安区,P44030604823,深圳市国药医药有限公司,深圳市宝安区沙井街道沙一社区鼎丰科技园B栋2号铺,,
721,宝安区,P44030604404,深圳市健鹏药业有限公司凤凰一分店,深圳市宝安区福永街道凤凰社区田螺山小区156号101,,
